video_id,frame_count,first_crash_frame_index,crash_frame_count,timing,weather,egoinvolve,source_startframe,youtube_id,total_bytes
000949,50,30,20,Day,Normal,Yes,000431,0119,5251282
000950,50,37,13,Day,Normal,Yes,000507,0119,4393657
000951,50,35,15,Day,Normal,No,000588,0119,6389232
000952,50,45,5,Day,Normal,No,000771,0119,6408891
000953,50,42,8,Day,Normal,Yes,001355,0119,9761667
000954,50,40,10,Day,Normal,No,001533,0119,3774766
000955,50,31,19,Day,Normal,No,002140,0119,10865963
000956,50,34,16,Day,Rainy,No,002405,0119,4119831
000957,50,46,4,Day,Normal,No,003016,0119,5651469
000958,50,32,18,Day,Normal,No,003262,0119,6272366
000959,50,34,16,Day,Normal,Yes,003584,0119,6248730
000960,50,41,9,Day,Normal,No,003686,0119,5494983
000961,50,30,20,Day,Normal,No,003920,0119,3846169
000962,50,49,1,Day,Normal,No,004633,0119,11716864
000963,50,44,6,Day,Normal,No,000228,0120,5649967
000964,50,47,3,Day,Normal,No,000405,0120,4418214
000965,50,38,12,Day,Normal,Yes,000549,0120,6278143
000966,50,46,4,Day,Normal,No,000696,0120,5270810
000967,50,31,19,Day,Normal,Yes,000837,0120,7331215
000968,50,32,18,Day,Normal,Yes,000995,0120,6387539
000969,50,32,18,Day,Normal,Yes,001593,0120,7528913
000970,50,48,2,Day,Normal,Yes,001933,0120,5242971
000971,50,40,10,Day,Rainy,Yes,002074,0120,5982250
000972,50,46,4,Day,Normal,No,002977,0120,6524469
000973,50,30,20,Day,Normal,No,003095,0120,9529101
000974,50,33,17,Day,Normal,Yes,003218,0120,3830758
000975,50,31,19,Day,Normal,No,003622,0120,8957519
000976,50,40,10,Day,Normal,No,003774,0120,7948623
000977,50,43,7,Day,Normal,Yes,003872,0120,7278914
000978,50,45,5,Day,Normal,Yes,004076,0120,6513520
000979,50,33,17,Day,Normal,No,004297,0120,10357646
000980,50,32,18,Day,Normal,No,004558,0120,9150254
000981,50,30,20,Day,Normal,Yes,001003,0121,5781988
000982,50,33,17,Day,Normal,Yes,001538,0121,3778747
000983,50,47,3,Day,Rainy,No,001627,0121,3291176
000984,50,40,10,Day,Normal,Yes,002028,0121,4875146
000985,50,38,12,Day,Normal,No,002967,0121,4560612
000986,50,43,7,Day,Normal,Yes,003558,0121,5338565
000987,50,49,1,Day,Normal,No,004033,0121,10587067
000988,50,36,14,Day,Normal,Yes,004298,0121,4677199
000989,50,36,14,Night,Normal,Yes,004399,0121,2655766
000990,50,37,13,Night,Normal,No,004466,0121,4065718
000991,50,41,9,Day,Rainy,No,004825,0121,6773045
000992,50,36,14,Day,Normal,Yes,005207,0121,6724644
000993,50,40,10,Day,Normal,Yes,005269,0121,9444233
000994,50,34,16,Day,Normal,Yes,005353,0121,4336425
000995,50,47,3,Day,Normal,Yes,000544,0122,12323101
000996,50,44,6,Day,Normal,No,000649,0122,5785983
000997,50,37,13,Day,Normal,Yes,001201,0122,5728813
000998,50,31,19,Day,Normal,Yes,001738,0122,4816784
000999,50,31,19,Day,Snowy,Yes,002000,0122,5925816
001000,50,32,18,Day,Normal,No,002744,0122,5278121
001001,50,48,2,Night,Normal,No,003135,0122,7233669
001002,50,30,20,Day,Normal,No,003740,0122,7963748
001003,50,30,20,Day,Normal,No,004591,0122,7833001
001004,50,31,19,Day,Normal,No,006115,0122,6832947
001005,50,36,14,Day,Rainy,Yes,000105,0123,4798581
001006,50,30,20,Day,Normal,No,000221,0123,4328780
001007,50,31,19,Day,Normal,Yes,000400,0123,6440360
001008,50,38,12,Day,Normal,Yes,000494,0123,4239539
001009,50,45,5,Day,Normal,No,000734,0123,5622989
001010,50,33,17,Day,Snowy,No,000939,0123,3733794
001011,50,45,5,Day,Normal,Yes,001038,0123,6418710
001012,50,37,13,Day,Normal,No,002104,0123,5623974
001013,50,42,8,Day,Normal,Yes,002772,0123,2995250
001014,50,31,19,Night,Snowy,Yes,003304,0123,2769734
001015,50,44,6,Day,Normal,No,003928,0123,5457189
001016,50,38,12,Day,Normal,No,004452,0123,6231857
001017,50,33,17,Day,Normal,No,005066,0123,5454704
001018,50,31,19,Night,Normal,Yes,006449,0123,3229921
001019,50,41,9,Day,Normal,No,000102,0124,6661044
001020,50,43,7,Day,Normal,Yes,000208,0124,6819388
001021,50,49,1,Day,Normal,Yes,000606,0124,4437879
001022,50,30,20,Day,Rainy,No,000688,0124,6693162
001023,50,42,8,Day,Normal,No,000781,0124,8051596
001024,50,35,15,Day,Rainy,Yes,000998,0124,5663301
001025,50,38,12,Day,Normal,No,001072,0124,6259619
001026,50,47,3,Night,Normal,Yes,001330,0124,3513476
001027,50,42,8,Day,Normal,Yes,001529,0124,4895618
001028,50,38,12,Night,Snowy,No,001714,0124,5729879
001029,50,44,6,Day,Normal,No,001847,0124,8955981
001030,50,49,1,Day,Snowy,No,002019,0124,6495242
001031,50,37,13,Day,Normal,No,002214,0124,3458265
001032,50,45,5,Day,Normal,No,002629,0124,12547738
001033,50,42,8,Day,Normal,No,002842,0124,6563340
001034,50,40,10,Day,Normal,No,003051,0124,7927940
001035,50,31,19,Day,Normal,No,003124,0124,8475666
001036,50,42,8,Day,Normal,Yes,003452,0124,6824621
001037,50,43,7,Day,Normal,No,003535,0124,8676574
001038,50,36,14,Day,Snowy,Yes,004557,0124,4143606
001039,50,37,13,Night,Normal,No,004624,0124,4842466
001040,50,40,10,Day,Snowy,Yes,005144,0124,6755101
001041,50,32,18,Day,Normal,No,005223,0124,7352393
001042,50,38,12,Day,Normal,Yes,005413,0124,6741876
001043,50,46,4,Day,Snowy,No,005482,0124,6643107
001044,50,41,9,Day,Normal,Yes,005585,0124,3555154
001045,50,36,14,Day,Normal,No,000118,0125,9421204
001046,50,42,8,Day,Normal,Yes,000217,0125,10069800
001047,50,44,6,Day,Normal,Yes,000299,0125,5894675
001048,50,44,6,Day,Snowy,Yes,000478,0125,5643354
001049,50,37,13,Day,Normal,No,000543,0125,5787473
001050,50,38,12,Day,Normal,Yes,000732,0125,5289801
001051,50,31,19,Day,Normal,Yes,000819,0125,4065531
001052,50,40,10,Night,Normal,No,001251,0125,3096815
001053,50,33,17,Night,Normal,No,001361,0125,5859895
001054,50,38,12,Day,Normal,No,001530,0125,5350483
001055,50,32,18,Day,Normal,No,001995,0125,7170316
001056,50,30,20,Day,Normal,No,002070,0125,6841172
001057,50,33,17,Day,Snowy,Yes,003049,0125,4640631
001058,50,30,20,Day,Normal,No,003440,0125,7561889
001059,50,30,20,Day,Normal,No,003532,0125,4544682
001060,50,38,12,Day,Snowy,No,003882,0125,4176848
001061,50,36,14,Day,Normal,Yes,003961,0125,7686964
001062,50,48,2,Day,Normal,Yes,004984,0125,6477279
001063,50,35,15,Day,Normal,No,005418,0125,7658211
001064,50,43,7,Day,Rainy,No,005532,0125,5495341
001065,50,35,15,Day,Normal,No,000117,0126,6132306
001066,50,33,17,Day,Normal,No,000305,0126,4980386
001067,50,41,9,Day,Normal,No,000389,0126,9567191
001068,50,45,5,Night,Normal,Yes,000500,0126,5124002
001069,50,31,19,Day,Snowy,Yes,000942,0126,4850445
001070,50,31,19,Day,Normal,No,001254,0126,6518665
001071,50,36,14,Day,Normal,Yes,001377,0126,6459847
001072,50,32,18,Day,Normal,Yes,002671,0126,5755755
001073,50,39,11,Day,Normal,Yes,002872,0126,6305841
001074,50,31,19,Day,Normal,No,003101,0126,5855052
001075,50,30,20,Day,Normal,No,003358,0126,8773258
001076,50,44,6,Day,Normal,No,003468,0126,7715544
001077,50,45,5,Day,Normal,Yes,003589,0126,5883709
001078,50,39,11,Day,Snowy,No,003665,0126,3901768
001079,50,42,8,Day,Normal,Yes,003852,0126,8473460
001080,50,34,16,Day,Normal,No,004093,0126,4508203
001081,50,39,11,Day,Normal,No,004344,0126,6491643
001082,50,32,18,Day,Normal,Yes,004986,0126,4983445
001083,50,33,17,Day,Normal,No,005052,0126,6107923
001084,50,37,13,Day,Normal,Yes,005245,0126,5919315
001085,50,31,19,Day,Normal,No,005564,0126,5043376
001086,50,44,6,Day,Normal,Yes,005834,0126,6144172
001087,50,48,2,Day,Normal,No,005919,0126,6049060
001088,50,46,4,Day,Snowy,Yes,006104,0126,3844182
001089,50,41,9,Day,Snowy,Yes,000104,0127,3743622
001090,50,49,1,Day,Rainy,Yes,000230,0127,4836211
001091,50,34,16,Day,Rainy,Yes,000400,0127,4109187
001092,50,44,6,Day,Normal,No,000566,0127,7662926
001093,50,33,17,Day,Normal,Yes,000988,0127,5636131
001094,50,36,14,Day,Normal,No,001359,0127,5531079
001095,50,33,17,Night,Normal,No,002070,0127,5067084
001096,50,40,10,Day,Rainy,Yes,002237,0127,5107689
001097,50,40,10,Day,Rainy,Yes,002487,0127,4531628
001098,50,40,10,Day,Normal,No,002596,0127,7729153
001099,50,48,2,Day,Normal,Yes,002691,0127,5076379
001100,50,33,17,Night,Rainy,No,002783,0127,3919111
001101,50,40,10,Night,Normal,Yes,003452,0127,3494480
001102,50,47,3,Day,Normal,No,004001,0127,5861733
001103,50,42,8,Day,Normal,No,004078,0127,10337706
001104,50,37,13,Day,Rainy,No,004612,0127,5066413
001105,50,35,15,Day,Snowy,Yes,005250,0127,7378307
001106,50,46,4,Day,Normal,No,000218,0128,4503574
001107,50,31,19,Day,Normal,No,000385,0128,5668204
001108,50,48,2,Day,Normal,Yes,000621,0128,5964461
001109,50,37,13,Day,Normal,No,000917,0128,5288673
001110,50,34,16,Night,Snowy,Yes,001617,0128,2986450
001111,50,33,17,Day,Snowy,Yes,002025,0128,4157678
001112,50,34,16,Night,Normal,No,002090,0128,4377940
001113,50,45,5,Night,Snowy,Yes,002177,0128,3295220
001114,50,38,12,Day,Normal,No,002275,0128,7886349
001115,50,41,9,Day,Snowy,Yes,002381,0128,5462180
001116,50,48,2,Day,Normal,No,003103,0128,8337438
001117,50,45,5,Day,Normal,Yes,003473,0128,4330169
001118,50,42,8,Day,Normal,Yes,003731,0128,6568417
001119,50,35,15,Day,Normal,Yes,004018,0128,4978062
001120,50,32,18,Day,Normal,Yes,004172,0128,7075792
001121,50,42,8,Day,Rainy,Yes,004345,0128,4404600
001122,50,46,4,Day,Snowy,Yes,000115,0135,4000027
001123,50,44,6,Day,Snowy,Yes,000797,0135,3975837
001124,50,43,7,Day,Normal,Yes,001448,0135,4468348
001125,50,45,5,Day,Snowy,Yes,001536,0135,5015327
001126,50,36,14,Day,Snowy,Yes,001650,0135,5284661
001127,50,30,20,Day,Snowy,No,001970,0135,7898180
001128,50,30,20,Day,Snowy,Yes,002315,0135,4034883
001129,50,30,20,Day,Normal,Yes,002824,0135,4828263
001130,50,36,14,Night,Snowy,Yes,005857,0135,4738202
001131,50,34,16,Day,Normal,Yes,000122,0136,5450791
001132,50,36,14,Night,Normal,No,000315,0136,6498286
001133,50,42,8,Day,Snowy,Yes,000414,0136,7057036
001134,50,36,14,Night,Normal,No,000505,0136,5220758
001135,50,30,20,Day,Normal,Yes,000776,0136,5668938
001136,50,42,8,Day,Normal,No,001009,0136,6441062
001137,50,49,1,Night,Snowy,No,001202,0136,4138619
001138,50,33,17,Night,Normal,Yes,001302,0136,5168887
001139,50,49,1,Day,Normal,Yes,001616,0136,5342888
001140,50,38,12,Day,Snowy,Yes,001967,0136,6534049
001141,50,36,14,Day,Normal,No,002324,0136,3572321
001142,50,49,1,Day,Normal,Yes,002606,0136,4144263
001143,50,47,3,Day,Normal,Yes,003544,0136,7430980
001144,50,39,11,Day,Snowy,Yes,004362,0136,3980331
001145,50,33,17,Day,Normal,Yes,000113,0137,3382088
001146,50,47,3,Day,Normal,Yes,000339,0137,8257139
001147,50,31,19,Day,Normal,Yes,001354,0137,5051549
001148,50,31,19,Day,Normal,No,001788,0137,7967611
001149,50,39,11,Night,Normal,Yes,001875,0137,7023697
001150,50,41,9,Day,Snowy,Yes,003144,0137,2966401
001151,50,30,20,Day,Snowy,Yes,003857,0137,6647869
001152,50,45,5,Night,Normal,No,003952,0137,4928403
001153,50,49,1,Day,Normal,No,004393,0137,4024459
001154,50,47,3,Night,Normal,Yes,005080,0137,4709674
001155,50,30,20,Night,Normal,No,000316,0138,7281172
001156,50,30,20,Day,Snowy,Yes,000499,0138,6319666
001157,50,34,16,Day,Normal,No,001162,0138,4064424
001158,50,30,20,Day,Normal,No,001788,0138,4258036
001159,50,39,11,Night,Normal,Yes,000245,0139,4326694
001160,50,47,3,Day,Normal,No,000578,0139,5170926
001161,50,34,16,Day,Snowy,No,000799,0139,4262264
001162,50,30,20,Day,Normal,No,000917,0139,4827221
001163,50,40,10,Day,Snowy,Yes,001294,0139,4968930
001164,50,49,1,Day,Normal,Yes,001356,0139,6589732
001165,50,44,6,Night,Normal,Yes,001441,0139,4231196
001166,50,34,16,Day,Normal,Yes,001664,0139,6354501
001167,50,39,11,Night,Snowy,Yes,001853,0139,2449911
001168,50,41,9,Day,Normal,No,001947,0139,7148776
001169,50,30,20,Day,Normal,No,002756,0139,9520531
001170,50,49,1,Day,Snowy,Yes,002959,0139,4857296
001171,50,38,12,Day,Normal,Yes,003259,0139,5597444
001172,50,33,17,Day,Normal,No,004801,0139,5300576
001173,50,36,14,Day,Normal,Yes,005912,0139,6601555
001174,50,46,4,Day,Snowy,No,000389,0140,5563392
001175,50,47,3,Day,Snowy,Yes,003681,0140,5484796
001176,50,49,1,Night,Snowy,No,003815,0140,5905004
001177,50,34,16,Day,Snowy,Yes,004592,0140,2984464
001178,50,31,19,Day,Snowy,No,001154,0140,4844388
001179,50,38,12,Day,Snowy,Yes,001390,0140,4620867
001180,50,39,11,Day,Snowy,No,002304,0140,4874612
001181,50,42,8,Day,Normal,Yes,000163,0141,5427962
001182,50,38,12,Night,Normal,Yes,000348,0141,4834755
001183,50,37,13,Day,Normal,No,000437,0141,3957378
001184,50,34,16,Day,Normal,No,001196,0141,5235343
001185,50,30,20,Day,Normal,No,003190,0141,3402417
001186,50,42,8,Day,Normal,No,003417,0141,5273004
001187,50,47,3,Day,Normal,Yes,003938,0141,4994941
001188,50,46,4,Day,Normal,Yes,000256,0142,4956991
001189,50,39,11,Day,Normal,Yes,000737,0142,6808190
001190,50,32,18,Day,Normal,No,000568,0142,4805573
001191,50,43,7,Day,Normal,No,004293,0142,7085546
001192,50,37,13,Day,Normal,Yes,000594,0143,6158785
001193,50,32,18,Day,Snowy,Yes,000820,0143,4101084
001194,50,42,8,Day,Snowy,Yes,001059,0143,5463742
001195,50,48,2,Night,Normal,Yes,001270,0143,4321801
001196,50,30,20,Day,Snowy,No,001817,0143,7457767
001197,50,30,20,Day,Normal,No,002706,0143,5732849
001198,50,45,5,Day,Normal,Yes,002789,0143,8974874
001199,50,34,16,Day,Normal,Yes,004265,0143,3995425
001200,50,47,3,Day,Normal,Yes,000108,0144,6119578
001201,50,37,13,Day,Rainy,Yes,000438,0144,5834059
001202,50,39,11,Day,Normal,Yes,001190,0144,5886386
001203,50,30,20,Day,Normal,No,002614,0144,4954852
001204,50,33,17,Day,Normal,No,004484,0144,5813908
001205,50,45,5,Day,Normal,No,001053,0145,7955567
001206,50,31,19,Day,Normal,Yes,001772,0145,4204071
001207,50,36,14,Day,Rainy,No,002026,0145,5326051
001208,50,38,12,Day,Normal,Yes,002526,0145,5704561
001209,50,39,11,Day,Rainy,No,002848,0145,4466702
001210,50,35,15,Night,Normal,No,005153,0145,5633728
001211,50,47,3,Night,Normal,No,006096,0145,4130189
001212,50,37,13,Day,Normal,Yes,000103,0146,4421427
001213,50,46,4,Day,Normal,Yes,000539,0146,6174799
001214,50,31,19,Day,Normal,Yes,001036,0146,4374658
001215,50,34,16,Day,Normal,No,001156,0146,4275957
001216,50,49,1,Day,Normal,Yes,001932,0146,7087231
001217,50,44,6,Day,Normal,Yes,002235,0146,4118902
001218,50,33,17,Day,Rainy,Yes,002958,0146,6161196
001219,50,39,11,Day,Normal,No,000355,0147,5211015
001220,50,33,17,Day,Normal,No,000579,0147,5126208
001221,50,40,10,Day,Normal,No,000975,0147,4092493
001222,50,34,16,Day,Normal,No,002955,0147,5101647
001223,50,33,17,Day,Normal,No,004615,0147,6459444
001224,50,33,17,Night,Normal,No,001304,0148,3242174
001225,50,43,7,Day,Normal,No,002127,0148,5392564
001226,50,32,18,Day,Rainy,Yes,003154,0148,2621034
001227,50,38,12,Day,Normal,Yes,003249,0148,4124809
001228,50,40,10,Day,Normal,No,003732,0148,7923953
001229,50,37,13,Day,Normal,Yes,000172,0149,4807180
001230,50,45,5,Day,Rainy,Yes,001524,0149,2943870
001231,50,41,9,Day,Normal,Yes,002429,0149,2933934
001232,50,31,19,Day,Normal,No,003482,0149,5700431
001233,50,42,8,Day,Normal,Yes,004062,0149,5917639
001234,50,40,10,Day,Normal,No,004688,0149,4129574
001235,50,38,12,Night,Normal,No,004809,0149,3674118
001236,50,49,1,Day,Normal,Yes,004900,0149,4630145
001237,50,30,20,Day,Normal,Yes,005075,0149,5660494
001238,50,35,15,Day,Normal,No,005360,0149,5822978
001239,50,38,12,Day,Normal,No,006529,0149,3308085
001240,50,35,15,Day,Normal,No,006781,0149,6216589
001241,50,38,12,Day,Normal,No,001072,0150,5272880
001242,50,38,12,Day,Rainy,No,001785,0150,5285976
001243,50,32,18,Day,Normal,No,003462,0150,4925140
001244,50,43,7,Day,Normal,Yes,004269,0150,9240254
001245,50,34,16,Day,Normal,No,005217,0150,5713678
001246,50,43,7,Day,Normal,Yes,007356,0150,8057334
001247,50,36,14,Day,Normal,Yes,000784,0151,7099036
001248,50,33,17,Day,Normal,Yes,000878,0151,4503223
001249,50,46,4,Day,Rainy,No,001387,0151,3985573
001250,50,35,15,Day,Normal,No,001658,0151,5329306
001251,50,30,20,Day,Normal,No,002505,0151,5529284
001252,50,44,6,Day,Normal,Yes,003079,0151,3743719
001253,50,42,8,Day,Normal,Yes,004548,0151,7554318
001254,50,42,8,Day,Normal,Yes,006626,0151,5364848
001255,50,30,20,Day,Normal,Yes,007446,0151,5316554
001256,50,34,16,Day,Normal,No,000298,0152,7369777
001257,50,43,7,Day,Normal,No,000685,0152,7926970
001258,50,35,15,Night,Normal,Yes,000981,0152,4580701
001259,50,35,15,Day,Normal,No,001087,0152,5111294
001260,50,46,4,Day,Rainy,Yes,001413,0152,3200457
001261,50,31,19,Day,Normal,Yes,001536,0152,3903227
001262,50,36,14,Day,Normal,No,001852,0152,6882863
001263,50,41,9,Day,Normal,Yes,002673,0152,7483047
001264,50,40,10,Day,Normal,Yes,003012,0152,4631292
001265,50,36,14,Day,Normal,Yes,005715,0152,6759910
001266,50,48,2,Day,Rainy,No,006597,0152,4054404
001267,50,49,1,Day,Normal,Yes,007994,0152,8005269
001268,50,43,7,Day,Normal,Yes,008366,0152,5530516
001269,50,48,2,Day,Normal,Yes,008535,0152,8139603
001270,50,46,4,Day,Normal,Yes,000648,0153,8267473
001271,50,30,20,Day,Normal,No,001801,0153,3365091
001272,50,41,9,Day,Normal,No,002192,0153,6770565
001273,50,35,15,Day,Normal,Yes,002363,0153,12837998
001274,50,47,3,Day,Normal,No,003236,0153,4249700
001275,50,30,20,Day,Normal,No,003342,0153,7268155
001276,50,31,19,Day,Normal,No,003450,0153,5722647
001277,50,42,8,Day,Normal,No,003777,0153,7244178
001278,50,33,17,Day,Rainy,Yes,007322,0153,3291729
001279,50,37,13,Day,Normal,Yes,007539,0153,3417839
001280,50,45,5,Day,Normal,Yes,007744,0153,6596998
001281,50,40,10,Day,Normal,No,000324,0154,3653508
001282,50,40,10,Day,Normal,Yes,000906,0154,5468328
001283,50,44,6,Day,Normal,No,000981,0154,5978006
001284,50,33,17,Day,Normal,No,001933,0154,7105374
001285,50,38,12,Day,Normal,No,002078,0154,5427970
001286,50,34,16,Day,Normal,Yes,002436,0154,4188623
001287,50,37,13,Day,Normal,No,005055,0154,6631036
001288,50,45,5,Night,Normal,Yes,008517,0154,5002857
001289,50,44,6,Day,Normal,No,002266,0155,5795340
001290,50,30,20,Day,Normal,No,003045,0155,5823085
001291,50,39,11,Day,Normal,Yes,006691,0155,3207576
001292,50,30,20,Night,Normal,Yes,006991,0155,4111581
001293,50,42,8,Day,Normal,No,007133,0155,6977509
001294,50,30,20,Day,Normal,No,000102,0156,6483291
001295,50,37,13,Day,Normal,No,000273,0156,11165538
001296,50,36,14,Day,Normal,No,000586,0156,5499339
001297,50,42,8,Day,Normal,Yes,000823,0156,5854668
001298,50,38,12,Day,Normal,Yes,001084,0156,5105923
001299,50,41,9,Day,Normal,No,001285,0156,7168377
001300,50,35,15,Day,Normal,No,001726,0156,6886093
001301,50,31,19,Day,Normal,Yes,001828,0156,5761704
001302,50,31,19,Day,Normal,No,001897,0156,5733515
001303,50,34,16,Day,Normal,No,002163,0156,4319580
001304,50,41,9,Day,Normal,No,002404,0156,5078689
001305,50,43,7,Day,Normal,Yes,002516,0156,9433018
001306,50,34,16,Day,Normal,Yes,002593,0156,5009769
001307,50,31,19,Day,Normal,Yes,002923,0156,6007971
001308,50,31,19,Day,Normal,Yes,003079,0156,7880078
001309,50,36,14,Day,Normal,Yes,003273,0156,8063588
001310,50,35,15,Day,Rainy,No,003856,0156,6323499
001311,50,48,2,Night,Normal,No,003953,0156,5744452
001312,50,34,16,Night,Normal,Yes,004170,0156,5472642
001313,50,41,9,Day,Normal,Yes,004439,0156,5918805
001314,50,38,12,Day,Normal,No,004621,0156,7169483
001315,50,30,20,Day,Normal,No,004811,0156,6083433
001316,50,38,12,Day,Normal,No,005270,0156,5774842
001317,50,32,18,Day,Normal,No,005457,0156,8551860
001318,50,30,20,Day,Normal,No,005656,0156,6524869
001319,50,31,19,Day,Normal,No,005942,0156,6247000
001320,50,32,18,Day,Normal,Yes,006110,0156,3814712
001321,50,30,20,Day,Normal,No,006199,0156,6360282
001322,50,36,14,Day,Normal,No,006629,0156,5688279
001323,50,40,10,Day,Rainy,Yes,007182,0156,4662182
001324,50,41,9,Day,Normal,Yes,007342,0156,3579436
001325,50,30,20,Day,Normal,Yes,007502,0156,8998071
001326,50,47,3,Day,Normal,Yes,007610,0156,6098581
001327,50,40,10,Day,Rainy,Yes,007726,0156,6969159
001328,50,31,19,Day,Normal,No,000273,0157,5630254
001329,50,46,4,Day,Normal,Yes,000424,0157,4932897
001330,50,30,20,Day,Normal,Yes,000603,0157,3657506
001331,50,49,1,Day,Normal,Yes,001068,0157,3833698
001332,50,38,12,Day,Normal,Yes,001875,0157,5187485
001333,50,32,18,Day,Normal,Yes,003873,0157,3859499
001334,50,46,4,Day,Normal,No,004172,0157,4269378
001335,50,31,19,Day,Normal,No,004602,0157,6093475
001336,50,33,17,Day,Normal,No,005081,0157,5510784
001337,50,32,18,Day,Rainy,No,005300,0157,7257126
001338,50,30,20,Night,Normal,Yes,006351,0157,4522680
001339,50,46,4,Day,Normal,No,006737,0157,4090229
001340,50,32,18,Day,Normal,No,006852,0157,5060060
001341,50,39,11,Day,Normal,Yes,008632,0157,3666505
001342,50,42,8,Day,Rainy,Yes,000398,0158,3862225
001343,50,39,11,Day,Normal,No,002078,0158,7780750
001344,50,30,20,Day,Normal,No,002920,0158,8387571
001345,50,32,18,Day,Normal,Yes,003671,0158,6494699
001346,50,35,15,Day,Normal,No,003804,0158,6143198
001347,50,30,20,Day,Normal,No,005312,0158,5542945
001348,50,30,20,Day,Rainy,No,005398,0158,6171479
001349,50,33,17,Day,Normal,Yes,005534,0158,7797634
001350,50,34,16,Day,Normal,Yes,007636,0158,5448123
001351,50,46,4,Day,Normal,No,000231,0159,8471771
001352,50,34,16,Night,Normal,Yes,000544,0159,5037673
001353,50,38,12,Day,Snowy,Yes,000883,0159,6252105
001354,50,32,18,Day,Normal,Yes,001221,0159,6649960
001355,50,42,8,Day,Normal,Yes,001370,0159,5361686
001356,50,34,16,Day,Rainy,No,001608,0159,4358142
001357,50,36,14,Day,Normal,Yes,002249,0159,7983961
001358,50,40,10,Day,Normal,No,002421,0159,3592975
001359,50,42,8,Day,Normal,Yes,002610,0159,7890215
001360,50,37,13,Day,Normal,Yes,002987,0159,4557610
001361,50,40,10,Day,Normal,No,003566,0159,8873794
001362,50,30,20,Day,Normal,Yes,006342,0159,5861893
001363,50,33,17,Day,Normal,Yes,006489,0159,8243734
001364,50,30,20,Night,Normal,Yes,007061,0159,3709227
001365,50,30,20,Day,Normal,No,002449,0160,6642891
001366,50,30,20,Day,Normal,No,002752,0160,6956273
001367,50,31,19,Day,Snowy,No,003734,0160,6371467
001368,50,38,12,Day,Normal,Yes,003833,0160,4663119
001369,50,39,11,Day,Normal,No,004038,0160,5428212
001370,50,30,20,Day,Normal,Yes,004736,0160,6214435
001371,50,31,19,Night,Normal,Yes,005269,0160,2705852
001372,50,38,12,Day,Normal,No,006512,0160,7275368
001373,50,30,20,Day,Normal,No,006762,0160,4468457
001374,50,34,16,Day,Normal,No,006930,0160,6492925
001375,50,32,18,Day,Normal,No,007448,0160,6023743
001376,50,30,20,Day,Rainy,Yes,007568,0160,3648666
001377,50,32,18,Day,Normal,No,000116,0161,5493527
001378,50,30,20,Day,Normal,No,000212,0161,17130504
001379,50,38,12,Day,Normal,No,000283,0161,5943657
001380,50,35,15,Day,Normal,Yes,000648,0161,4977026
001381,50,32,18,Day,Normal,No,000774,0161,5435919
001382,50,33,17,Day,Normal,Yes,000968,0161,5750856
001383,50,34,16,Day,Normal,Yes,001162,0161,9599369
001384,50,30,20,Day,Normal,No,001245,0161,5505862
001385,50,38,12,Night,Rainy,Yes,001808,0161,3378199
001386,50,32,18,Day,Rainy,No,002082,0161,7583181
001387,50,38,12,Day,Normal,No,002722,0161,8109267
001388,50,42,8,Day,Normal,Yes,002967,0161,3928463
001389,50,42,8,Day,Normal,No,003091,0161,4283701
001390,50,30,20,Day,Rainy,No,003230,0161,8331877
001391,50,40,10,Day,Normal,No,003703,0161,6017797
001392,50,32,18,Day,Snowy,Yes,003956,0161,3521778
001393,50,37,13,Day,Normal,No,004205,0161,7104538
001394,50,33,17,Day,Snowy,Yes,004946,0161,5419399
001395,50,31,19,Night,Rainy,Yes,005013,0161,3739765
001396,50,35,15,Day,Normal,Yes,005099,0161,7480786
001397,50,36,14,Day,Normal,Yes,005241,0161,6726948
001398,50,33,17,Day,Normal,No,000174,0162,5137706
001399,50,35,15,Day,Normal,Yes,000236,0162,5201920
001400,50,33,17,Night,Normal,Yes,000324,0162,3972465
001401,50,36,14,Day,Normal,No,000489,0162,4907454
001402,50,47,3,Day,Normal,No,001046,0162,7644198
001403,50,31,19,Night,Snowy,Yes,001328,0162,3540740
001404,50,43,7,Day,Normal,Yes,001684,0162,6462614
001405,50,37,13,Day,Normal,Yes,001801,0162,4086137
001406,50,36,14,Day,Normal,Yes,001905,0162,6273506
001407,50,37,13,Day,Normal,No,002019,0162,4610042
001408,50,42,8,Day,Normal,Yes,002347,0162,5988194
001409,50,40,10,Day,Normal,No,002433,0162,4481323
001410,50,30,20,Day,Normal,No,003688,0162,5587164
001411,50,47,3,Night,Snowy,Yes,003906,0162,4923503
001412,50,35,15,Day,Normal,Yes,004010,0162,4082911
001413,50,39,11,Day,Normal,No,004553,0162,4921954
001414,50,42,8,Day,Normal,No,004814,0162,5423772
001415,50,37,13,Day,Snowy,Yes,005313,0162,3937093
001416,50,46,4,Day,Normal,Yes,005418,0162,4529668
001417,50,30,20,Day,Snowy,Yes,005541,0162,8249917
001418,50,33,17,Day,Snowy,No,005932,0162,4041999
001419,50,46,4,Day,Normal,No,006062,0162,6534766
001420,50,35,15,Day,Rainy,No,006180,0162,5705247
001421,50,43,7,Day,Normal,No,006592,0162,7717194
001422,50,44,6,Day,Snowy,Yes,000179,0163,5313532
001423,50,44,6,Day,Normal,Yes,000669,0163,5263360
001424,50,34,16,Day,Normal,Yes,001168,0163,6430256
001425,50,46,4,Day,Normal,No,002359,0163,8789348
